2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-26,16:17,123,16002
2024-10-26,16:17,456,16001
2024-10-26,16:18,123,16002
2024-10-26,16:18,456,16001
2024-10-27,16:17,123,16002
2024-10-27,16:17,456,16001
2024-10-27,16:18,123,16002
2024-10-27,16:18,456,16001
2024-10-27,16:19,123,16002
2024-10-27,16:19,456,16001
2024-10-27,16:20,123,16002
2024-10-27,16:20,456,16001
2024-10-27,16:21,123,16002
2024-10-27,16:21,456,16001
2024-10-27,16:22,123,16002
2024-10-27,16:22,456,16001
2024-10-27,16:23,123,16002
2024-10-27,16:23,456,16001
2024-10-27,16:24,123,16002
2024-10-27,16:24,456,16001
2024-10-27,16:25,123,16002
2024-10-27,16:25,456,16001
2024-10-27,16:26,123,16002
2024-10-27,16:26,456,16001
2024-10-27,16:27,123,16002
2024-10-27,16:27,456,16001
2024-10-27,16:28,123,16002
2024-10-27,16:28,456,16001
2024-10-27,16:29,123,16002
2024-10-27,16:29,456,16001
2024-10-27,16:30,123,16002
2024-10-27,16:30,456,16001
2024-10-27,16:31,123,16002
2024-10-27,16:31,456,16001
2024-10-27,16:32,123,16002
2024-10-27,16:32,456,16001
2024-10-27,16:33,123,16002
2024-10-27,16:33,456,16001
2024-10-27,16:34,123,16002
2024-10-27,16:34,456,16001
2024-10-27,16:35,123,16002
2024-10-27,16:35,456,16001
2024-10-27,16:36,123,16002
2024-10-27,16:36,456,16001
2024-10-27,16:37,123,16002
2024-10-27,16:37,456,16001
2024-10-27,16:38,123,16002
2024-10-27,16:38,456,16001
2024-10-27,16:39,123,16002
2024-10-27,16:39,456,16001
2024-10-27,16:40,123,16002
2024-10-27,16:40,456,16001
2024-10-27,16:41,123,16002
2024-10-27,16:41,456,16001
2024-10-27,16:42,123,16002
2024-10-27,16:42,456,16001
2024-10-27,16:43,123,16002
2024-10-27,16:43,456,16001
2024-10-27,16:44,123,16002
2024-10-27,16:44,456,16001
2024-10-27,16:45,123,16002
2024-10-27,16:45,456,16001
2024-10-27,16:46,123,16002
2024-10-27,16:46,456,16001
2024-10-27,16:47,123,16002
2024-10-27,16:47,456,16001
2024-10-27,16:48,123,16002
2024-10-27,16:48,456,16001
2024-10-27,16:49,123,16002
2024-10-27,16:49,456,16001
2024-10-27,16:50,123,16002
2024-10-27,16:50,456,16001
2024-10-27,16:51,123,16002
2024-10-27,16:51,456,16001
2024-10-27,16:52,123,16002
2024-10-27,16:52,456,16001
2024-10-27,16:53,123,16002
2024-10-27,16:53,456,16001
2024-10-27,16:54,123,16002
2024-10-27,16:54,456,16001
2024-10-27,16:55,123,16002
2024-10-27,16:55,456,16001
2024-10-27,16:56,123,16002
2024-10-27,16:56,456,16001
2024-10-27,16:57,123,16002
2024-10-27,16:57,456,16001
2024-10-27,16:58,123,16002
2024-10-27,16:58,456,16001
2024-10-27,16:59,123,16002
2024-10-27,16:59,456,16001
2024-10-27,17:00,123,16002
2024-10-27,17:00,456,16001
2024-10-27,20:03,123,16001
2024-10-27,20:04,123,16001
2024-10-27,20:05,123,16001
2024-10-27,20:06,123,16001
2024-10-27,20:07,123,16001
2024-10-27,20:08,123,16001
2024-10-27,20:09,123,16001
2024-10-27,20:10,123,16001
2024-10-27,20:11,123,16001
2024-10-27,20:12,123,16001
2024-10-27,20:13,123,16001
2024-10-27,20:14,123,16001
2024-10-27,20:15,123,16001
2024-10-27,20:16,123,16001
2024-10-27,20:17,123,16001
2024-10-27,20:18,123,16001
2024-10-27,20:19,123,16001
2024-10-27,20:20,123,16001
2024-10-27,20:21,123,16001
2024-10-27,20:22,123,16001
2024-10-27,20:23,123,16001
2024-10-27,20:24,123,16001
2024-10-27,20:25,123,16001
2024-10-27,20:26,123,16001
2024-10-27,20:27,123,16001
2024-10-27,20:28,123,16001
2024-10-27,20:29,123,16001
2024-10-27,20:30,123,16001
2024-10-27,20:31,123,16001
2024-10-27,20:32,123,16001
2024-10-27,20:33,123,16001
2024-10-27,20:34,123,16001
2024-10-27,20:35,123,16001
2024-10-27,20:36,123,16001
2024-10-27,20:37,123,16001
2024-10-27,20:38,123,16001
2024-10-27,20:39,123,16001
2024-10-27,20:40,123,16001
2024-10-27,20:41,123,16001
2024-10-27,20:42,123,16001
2024-10-27,20:43,123,16001
2024-10-27,20:44,123,16001
2024-10-27,20:45,123,16001
2024-10-27,20:46,123,16001
2024-10-27,20:47,123,16001
2024-10-27,20:48,123,16001
2024-10-27,20:49,123,16001
2024-10-27,20:50,123,16001
2024-10-27,20:51,123,16001
2024-10-27,20:52,123,16001
2024-10-27,20:53,123,16001
2024-10-27,20:54,123,16001
2024-10-27,20:55,123,16001
2024-10-27,20:56,123,16001
2024-10-27,20:57,123,16001
2024-10-27,20:58,123,16001
2024-10-27,20:59,123,16001
2024-10-27,21:00,123,16001
2024-10-27,21:01,123,16001
2024-10-27,21:02,123,16001
2024-10-27,21:03,123,16001
2024-10-27,21:04,123,16001
2024-10-27,21:05,123,16001
2024-10-27,21:06,123,16001
2024-10-27,21:07,123,16001
2024-10-27,21:08,123,16001
2024-10-27,21:09,123,16001
2024-10-27,21:10,123,16001
2024-10-27,21:11,123,16001
2024-10-27,21:12,123,16001
2024-10-27,21:13,123,16001
2024-10-27,21:14,123,16001
2024-10-27,21:15,123,16001
2024-10-27,21:16,123,16001
2024-10-27,21:17,123,16001
2024-10-27,21:18,123,16001
2024-10-27,21:19,123,16001
2024-10-27,21:20,123,16001
2024-10-27,21:21,123,16001
2024-10-27,21:22,123,16001
2024-10-27,21:23,123,16001
2024-10-27,21:24,123,16001
2024-10-27,21:25,123,16001
2024-10-27,21:26,123,16001
2024-10-27,21:27,123,16001
2024-10-27,21:28,123,16001
2024-10-27,21:29,123,16001
2024-10-27,21:30,123,16001
2024-10-27,21:31,123,16001
2024-10-27,21:32,123,16001
2024-10-27,21:33,123,16001
2024-10-27,21:34,123,16001
2024-10-27,21:35,123,16001
2024-10-27,21:36,123,16001
2024-10-27,21:37,123,16001
2024-10-27,21:38,123,16001
2024-10-27,21:39,123,16001
2024-10-27,21:40,123,16001
2024-10-27,21:41,123,16001
2024-10-27,21:42,123,16001
2024-10-27,21:43,123,16001
2024-10-27,21:44,123,16001
2024-10-27,21:45,123,16001
2024-10-27,21:46,123,16001
2024-10-27,21:47,123,16001
2024-10-27,21:48,123,16001
2024-10-27,21:49,123,16001
2024-10-27,21:50,123,16001
2024-10-27,21:51,123,16001
2024-10-27,21:52,123,16001
2024-10-27,21:53,123,16001
2024-10-27,21:54,123,16001
2024-10-27,21:55,123,16001
2024-10-27,21:56,123,16001
2024-10-27,21:57,123,16001
2024-10-27,21:58,123,16001
2024-10-27,21:59,123,16001
2024-10-27,22:00,123,16001
2024-10-28,23:02,456,16001
2024-10-28,23:03,456,16001
2024-10-28,23:04,456,16001
2024-10-28,23:05,456,16001
2024-10-28,23:06,456,16001
2024-10-28,23:07,456,16001
2024-10-28,23:08,456,16001
2024-10-28,23:09,456,16001
2024-10-28,23:10,456,16001
2024-10-28,23:15,123,16002
2024-10-28,23:16,123,16001
2024-10-28,23:19,123,16001
2024-10-28,23:20,123,16001
2024-10-28,23:21,123,16001
2024-10-28,23:22,123,16001
2024-10-28,23:23,123,16001
2024-10-28,23:24,123,16001
2024-10-28,23:25,123,16001
2024-10-28,23:26,123,16001
2024-10-28,23:27,123,16001
2024-10-28,23:28,123,16001
2024-10-28,23:29,123,16001
2024-10-28,23:30,123,16001
2024-10-29,07:23,123,16002
2024-10-29,07:24,123,16001
2024-10-29,07:25,123,16001
2024-10-29,07:26,123,16001
2024-10-29,07:27,123,16001
2024-10-29,07:28,123,16001
2024-10-29,07:29,123,16001
2024-10-29,07:30,123,16001
2024-10-29,07:31,123,16001
2024-10-29,07:32,123,16001
2024-10-29,08:55,123,16001
2024-10-29,08:56,123,16001
2024-10-29,08:57,123,16001
2024-10-29,08:58,123,16001
2024-10-29,08:59,123,16001
2024-10-29,09:00,123,16001
2024-10-29,09:09,456,16001
2024-10-29,09:10,456,16001
2024-10-29,09:22,123,16002
2024-10-29,09:23,123,16001
2024-10-29,09:23,456,16002
2024-10-29,09:24,123,16001
2024-10-29,09:24,456,16002
2024-10-29,09:25,123,16001
2024-10-29,09:25,456,16002
2024-10-29,09:26,123,16001
2024-10-29,09:26,456,16002
2024-10-29,09:27,123,16001
2024-10-29,09:27,456,16002
2024-10-29,09:28,123,16001
2024-10-29,09:28,456,16002
2024-10-29,09:29,123,16001
2024-10-29,09:29,456,16002
2024-10-29,09:30,123,16001
2024-10-29,09:30,456,16002
2024-10-29,09:31,123,16001
2024-10-29,09:31,456,16002
2024-10-29,09:32,123,16001
2024-10-29,09:32,456,16002
2024-10-29,09:33,123,16001
2024-10-29,09:33,456,16002
2024-10-29,09:34,123,16001
2024-10-29,09:34,456,16002
2024-10-29,09:35,123,16001
2024-10-29,09:35,456,16002
2024-10-29,09:36,123,16001
2024-10-29,09:36,456,16002
2024-10-29,09:37,456,16002
2024-10-29,09:37,123,16001
2024-10-29,09:38,123,16001
2024-10-29,09:38,456,16002
2024-10-29,09:39,123,16001
2024-10-29,09:39,456,16002
2024-10-29,09:40,123,16001
2024-10-29,09:40,456,16002
2024-10-29,09:41,123,16001
2024-10-29,09:41,456,16002
2024-10-29,09:42,456,16002
2024-10-29,09:43,123,16002
2024-10-29,09:43,456,16002
2024-10-29,09:44,123,16001
2024-10-29,09:44,456,16001
2024-10-29,09:45,123,16001
2024-10-29,09:45,456,16001
2024-10-29,09:46,123,16001
2024-10-29,09:46,456,16001
2024-10-29,09:47,123,16001
2024-10-29,09:47,456,16001
2024-10-29,09:48,123,16001
2024-10-29,09:48,456,16001
2024-10-29,09:49,123,16001
2024-10-29,09:49,456,16001
2024-10-29,09:50,123,16001
2024-10-29,09:50,456,16001
2024-10-29,09:51,123,16001
2024-10-29,09:51,456,16001
2024-10-29,09:52,123,16001
2024-10-29,09:52,456,16001
2024-10-29,09:53,123,16001
2024-10-29,09:53,456,16001
2024-10-29,09:54,123,16001
2024-10-29,09:54,456,16001
2024-10-29,09:55,123,16001
2024-10-29,09:55,456,16001
2024-10-29,09:56,123,16001
2024-10-29,09:56,456,16001
2024-10-29,09:57,123,16001
2024-10-29,09:57,456,16001
2024-10-29,09:58,123,16001
2024-10-29,09:58,456,16001
2024-10-29,09:59,123,16001
2024-10-29,09:59,456,16001
2024-10-29,10:00,123,16001
2024-10-29,10:00,456,16001
2025-03-04,14:54,123,16002
2025-03-04,14:55,123,16001
2025-03-04,14:56,123,16001
2025-03-04,17:11,123,16002
2025-03-04,17:12,123,16001
2025-03-04,17:13,123,16001
2025-03-04,17:14,123,16001
2025-03-04,17:15,123,16001
2025-03-04,17:16,123,16001
2025-03-04,17:17,123,16001
2025-03-04,17:18,123,16001
2025-03-04,17:19,123,16001
2025-03-04,17:20,123,16001
2025-03-04,17:21,123,16001
2025-03-04,17:22,123,16001
2025-03-04,17:23,123,16001
2025-03-04,17:24,123,16001
2025-03-04,17:25,123,16001
2025-03-04,17:26,123,16001
2025-03-04,17:27,123,16001
2025-03-04,17:28,123,16001
2025-03-04,17:29,123,16001
2025-03-04,17:30,123,16001
2025-03-04,17:31,123,16001
2025-03-04,17:32,123,16001
2025-03-04,17:33,123,16001
2025-03-04,17:34,123,16001
2025-03-04,17:35,123,16001
2025-03-04,17:36,123,16001
2025-03-04,17:37,123,16001
2025-03-04,17:38,123,16001
2025-03-04,17:39,123,16001
2025-03-04,17:40,123,16001
2025-03-04,17:41,123,16001
2025-03-04,17:42,123,16001
2025-03-04,17:43,123,16001
2025-03-04,17:44,123,16001
2025-03-04,17:45,123,16001
2025-03-04,17:46,123,16001
2025-03-04,17:47,123,16001
2025-03-04,17:48,123,16001
2025-03-04,17:49,123,16001
2025-03-04,17:50,123,16001
2025-03-04,17:51,123,16001
2025-03-04,17:52,123,16001
2025-03-04,17:53,123,16001
2025-03-04,17:54,123,16001
2025-03-04,17:55,123,16001
2025-03-04,17:56,123,16001
2025-03-04,17:57,123,16001
2025-03-04,17:58,123,16001
2025-03-04,17:59,123,16001
2025-03-04,18:00,123,16001
2025-03-04,18:01,123,16001
2025-03-04,18:02,123,16001
2025-03-04,18:03,123,16001
2025-03-04,18:04,123,16001
2025-03-04,18:05,123,16001
2025-03-04,18:06,123,16001
2025-03-04,18:07,123,16001
2025-03-04,18:08,123,16001
2025-03-04,18:09,123,16001
2025-03-04,18:10,123,16001
2025-03-04,18:11,123,16001
2025-03-04,18:12,123,16001
2025-03-04,18:13,123,16001
2025-03-04,18:14,123,16001
2025-03-04,18:15,123,16001
2025-03-04,18:16,123,16001
2025-03-04,18:17,123,16001
2025-03-04,18:18,123,16001
2025-03-04,18:19,123,16001
2025-03-04,18:20,123,16001
2025-03-04,18:21,123,16001
2025-03-04,18:22,123,16001
2025-03-04,18:23,123,16001
2025-03-04,18:24,123,16001
2025-03-04,18:25,123,16001
2025-03-04,18:26,123,16001
2025-03-04,18:27,123,16001
2025-03-04,18:28,123,16001
2025-03-04,18:29,123,16001
2025-03-04,18:30,123,16001
2025-03-04,18:31,123,16001
2025-03-04,18:32,123,16001
2025-03-04,18:33,123,16001
2025-03-04,18:34,123,16001
2025-03-04,18:35,123,16001
2025-03-04,18:40,123,16002
2025-03-04,18:41,123,16001
2025-03-04,18:42,123,16001
2025-03-04,18:45,123,16002
2025-03-04,18:46,123,16001
2025-03-04,18:47,123,16002
2025-03-04,18:50,123,16001
2025-03-04,18:51,123,16001
2025-03-04,19:07,123,16001
2025-03-04,19:08,123,16001
2025-03-04,19:09,123,16001
2025-03-04,19:10,123,16001
2025-03-04,19:11,123,16001
2025-03-04,19:12,123,16001
2025-03-04,19:13,123,16001
2025-03-04,19:14,123,16001
2025-03-04,19:15,123,16001
2025-03-04,19:16,123,16001
2025-03-04,19:17,123,16001
2025-03-04,19:18,123,16001
2025-03-04,19:20,123,16002
2025-03-04,19:21,123,16001
2025-03-04,19:22,123,16001
2025-03-04,19:23,123,16001
2025-03-04,19:24,123,16001
2025-03-04,19:25,123,16001
2025-03-04,19:25,123,16001
2025-03-04,19:26,123,16001
2025-03-04,19:27,123,16001
2025-03-05,17:21,123,16003
2025-03-05,17:22,123,16003
2025-03-05,17:24,123,16003
2025-03-05,17:25,123,16003
2025-03-05,17:26,123,16003
2025-03-05,17:27,123,16003
2025-03-05,17:28,123,16003
2025-03-05,17:29,123,16003
2025-03-05,17:30,123,16003
2025-03-05,17:31,123,16003
2025-03-05,17:32,123,16003
2025-03-05,17:33,123,16003
2025-03-05,17:34,123,16003
2025-03-05,17:35,123,16003
2025-03-05,17:36,123,16003
2025-03-05,17:37,123,16003
2025-03-05,17:38,123,16003
2025-03-05,17:39,123,16003
2025-03-05,17:40,123,16003
2025-03-05,17:41,123,16003
2025-03-05,17:42,123,16003
2025-03-05,17:43,123,16003
2025-03-05,17:44,123,16003
2025-03-05,17:45,123,16003
2025-03-05,17:46,123,16003
2025-03-05,17:47,123,16003
2025-03-05,17:48,123,16003
2025-03-05,17:49,123,16003
2025-03-05,17:50,123,16003
2025-03-05,17:51,123,16003
2025-03-05,17:52,123,16003
2025-03-05,17:53,123,16003
2025-03-05,17:54,123,16003
2025-03-05,17:55,123,16003
2025-03-05,17:56,123,16003
2025-03-05,17:59,123,16003
2025-03-05,18:00,123,16003
2025-03-05,18:52,123,16003
2025-03-05,18:53,123,16003
2025-03-05,18:54,123,16003
2025-03-05,18:55,123,16003
2025-03-05,18:56,123,16003
2025-03-05,18:57,123,16003
2025-03-05,18:58,123,16003
2025-03-05,18:59,123,16003
2025-03-05,19:00,123,16003
2025-03-05,21:00,123,16003
2025-03-05,21:02,123,16004
2025-03-05,21:03,123,16003
2025-03-05,21:04,123,16003
2025-03-05,21:05,123,16003
2025-03-05,21:06,123,16003
2025-03-05,21:07,123,16003
2025-03-05,21:21,123,16003
2025-03-05,21:22,123,16003
2025-03-05,21:28,123,16003
2025-03-05,21:29,123,16003
2025-03-05,21:34,123,16003
2025-03-05,21:35,123,16003
2025-03-05,21:37,123,16003
2025-03-05,21:51,123,16003
2025-03-05,21:52,123,16003
2025-03-06,16:47,123,16002
2025-03-06,16:54,123,16002
2025-03-06,16:55,123,16001
2025-03-06,16:56,123,16001
2025-03-06,16:57,123,16001
2025-03-06,16:58,123,16001
2025-03-06,16:59,123,16001
2025-03-06,17:00,123,16001
